state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
OK,58,408,no,no,0,183.1,108,31.13,219.2,90,18.63,273.0,74,12.29,14.4,4,3.89,1,no
WV,67,510,yes,no,0,142.3,84,24.19,169.1,110,14.37,188.2,77,8.47,6.0,7,1.62,1,no
HI,74,408,no,yes,13,227.2,78,38.62,247.2,79,21.01,156.2,96,7.03,6.2,5,1.67,0,no
MN,81,415,no,no,0,259.6,54,44.13,211.6,116,17.99,224.6,115,10.11,12.8,3,3.46,2,yes
PA,107,510,no,no,0,210.4,89,35.77,200.8,63,17.07,268.6,73,12.09,7.6,3,2.05,1,no
WY,45,408,no,no,0,201.4,122,34.24,149.0,96,12.67,162.7,108,7.32,8.9,1,2.4,4,no
DE,143,510,no,yes,9,171.2,92,29.1,225.5,96,19.17,275.5,128,12.4,6.1,4,1.65,1,no
WA,119,510,no,yes,10,186.8,99,31.76,197.1,82,16.75,215.4,108,9.69,9.1,4,2.46,0,no
NM,83,408,no,yes,11,121.1,142,20.59,178.4,95,15.16,173.5,88,7.81,8.8,2,2.38,3,no
SC,171,510,yes,no,0,197.7,112,33.61,231.5,134,19.68,242.3,108,10.9,12.7,3,3.43,1,no
GA,50,415,no,no,0,213.3,99,36.26,189.1,99,16.07,185.4,59,8.34,10.0,4,2.7,1,no
AK,143,415,no,no,0,173.9,77,29.56,299.0,103,25.42,213.2,110,9.59,11.4,5,3.08,3,no
ID,115,408,no,no,0,147.3,108,25.04,210.6,93,17.9,185.4,93,8.34,7.4,3,2.0,1,no
OH,86,408,no,yes,4,155.9,105,26.5,195.3,127,16.6,179.9,125,8.1,10.7,3,2.89,1,no
NV,112,510,yes,yes,10,226.8,117,38.56,187.5,98,15.94,180.6,99,8.13,10.8,3,2.92,1,no
WV,32,408,no,no,0,132.8,128,22.58,182.0,114,15.47,199.0,86,8.96,5.0,3,1.35,1,no
MT,72,510,no,no,0,183.8,87,31.25,210.9,113,17.93,157.2,105,7.07,4.6,3,1.24,0,no
MA,122,415,no,yes,7,177.9,78,30.24,177.1,85,15.05,190.9,70,8.59,10.3,8,2.78,1,no
OR,115,415,yes,no,0,244.2,140,41.51,236.8,104,20.13,236.6,102,10.65,10.1,5,2.73,4,yes
WV,121,415,no,no,0,179.6,86,30.53,209.4,117,17.8,203.0,101,9.13,7.4,5,2.0,1,no
WV,77,510,no,yes,4,179.2,100,30.46,223.7,79,19.01,238.8,63,10.75,13.2,4,3.56,1,no
OR,85,415,no,no,0,131.6,96,22.37,215.6,110,18.33,276.0,109,12.42,13.5,0,3.65,4,no
MI,120,408,no,no,0,224.5,81,38.17,183.6,67,15.61,189.6,111,8.53,8.9,2,2.4,1,no
DC,81,510,no,no,0,142.8,105,24.28,203.8,117,17.32,176.1,95,7.92,12.3,3,3.32,2,no
MD,87,408,no,no,0,205.3,91,34.9,148.6,115,12.63,249.5,100,11.23,5.2,5,1.4,0,no
NH,8,408,no,no,0,208.7,92,35.48,172.7,107,14.68,214.7,84,9.66,13.6,3,3.67,1,no
IL,80,408,yes,no,0,208.9,146,35.51,135.6,113,11.53,143.6,90,6.46,13.3,3,3.59,1,yes
DE,75,408,no,no,0,131.6,117,22.37,240.1,87,20.41,217.1,99,9.77,8.2,4,2.21,1,no
MN,142,408,no,no,0,259.4,85,44.1,219.5,103,18.66,195.9,107,8.82,10.7,6,2.89,2,yes
MT,125,408,yes,no,0,100.1,118,17.02,184.9,58,15.72,154.5,89,6.95,7.8,3,2.11,0,no
OH,77,408,yes,no,0,97.8,90,16.63,184.7,130,15.7,184.2,105,8.29,14.8,3,4.0,0,no
NH,83,415,no,no,0,86.9,126,14.77,210.3,105,17.88,191.9,116,8.64,12.8,1,3.46,3,no
NE,118,408,yes,no,0,201.5,79,34.26,208.5,87,17.72,233.4,108,10.5,8.0,6,2.16,2,no
WA,96,415,no,no,0,258.9,107,44.01,248.8,121,21.15,180.9,84,8.14,7.8,2,2.11,4,yes
TX,44,510,no,no,0,136.5,114,23.21,194.0,113,16.49,192.3,122,8.65,9.3,4,2.51,1,no
OR,88,415,no,no,0,152.2,72,25.87,200.7,124,17.06,195.7,89,8.81,7.7,4,2.08,1,no
RI,72,408,no,yes,3,186.0,99,31.62,262.7,112,22.33,238.2,81,10.72,13.3,4,3.59,0,no
DE,161,415,no,no,0,141.9,108,24.12,171.7,103,14.59,187.1,92,8.42,4.0,3,1.08,1,no
SC,95,408,no,yes,6,172.3,93,29.29,241.1,88,20.49,233.0,40,10.48,10.0,6,2.7,2,no
MS,144,408,yes,yes,10,251.9,95,42.82,213.3,74,18.13,250.5,98,11.27,13.4,8,3.62,0,yes
FL,75,408,no,yes,10,202.9,122,34.49,234.9,117,19.97,176.0,90,7.92,7.4,2,2.0,2,no
NJ,113,408,no,no,0,173.8,133,29.55,204.6,117,17.39,215.8,113,9.71,7.7,5,2.08,1,no
MT,74,408,no,yes,6,179.7,89,30.55,210.3,89,17.88,191.5,70,8.62,13.4,5,3.62,1,no
AK,117,510,yes,no,0,158.0,121,26.86,192.0,125,16.32,217.2,75,9.77,14.3,3,3.86,0,yes
NY,112,415,no,no,0,200.6,75,34.1,187.7,106,15.95,132.3,125,5.95,13.2,6,3.56,0,no
MI,89,408,no,no,0,152.0,131,25.84,204.6,128,17.39,190.9,82,8.59,10.8,4,2.92,1,yes
SC,134,408,no,no,0,156.6,117,26.62,185.5,114,15.77,199.4,63,8.97,7.8,6,2.11,1,no
NM,55,510,yes,no,0,246.1,102,41.84,180.8,87,15.37,151.6,89,6.82,9.2,1,2.48,1,yes
WY,84,510,no,yes,8,145.4,79,24.72,206.0,112,17.51,114.0,79,5.13,15.0,1,4.05,0,no
IA,132,415,no,no,0,119.6,80,20.33,168.1,107,14.29,218.4,82,9.83,11.3,9,3.05,1,no
NJ,95,408,no,yes,4,185.9,109,31.6,206.8,114,17.58,213.7,96,9.62,8.2,3,2.21,0,no
WA,44,408,no,yes,7,182.9,156,31.09,215.1,99,18.28,267.9,54,12.06,9.1,3,2.46,0,no
TX,32,408,no,no,0,183.4,153,31.18,184.0,60,15.64,225.6,117,10.15,13.9,5,3.75,6,yes
PA,196,510,no,no,0,139.6,97,23.73,182.2,109,15.49,181.7,77,8.18,9.4,3,2.54,0,no
NC,43,408,no,no,0,209.2,89,35.56,218.7,97,18.59,171.1,84,7.7,15.8,6,4.27,1,yes
PA,117,510,no,yes,13,169.8,107,28.87,201.5,73,17.13,203.4,99,9.15,9.8,10,2.65,1,no
DC,55,415,no,yes,3,96.1,108,16.34,254.2,131,21.61,161.8,76,7.28,12.3,3,3.32,1,no
NM,29,408,no,no,0,216.2,106,36.75,224.3,113,19.07,262.0,65,11.79,6.4,4,1.73,2,yes
KY,38,510,yes,no,0,211.2,84,35.9,216.2,124,18.38,234.6,108,10.56,12.5,7,3.38,0,no
GA,117,408,no,yes,8,109.6,104,18.63,155.6,116,13.23,169.3,94,7.62,11.0,4,2.97,1,no
NV,98,415,no,yes,11,110.5,114,18.79,165.7,137,14.08,184.9,108,8.32,9.9,3,2.67,3,no
OK,118,415,yes,yes,10,202.9,146,34.49,145.1,124,12.33,199.1,114,8.96,9.0,3,2.43,1,no
FL,79,408,no,no,0,104.8,117,17.82,234.7,102,19.95,126.1,115,5.67,7.8,6,2.11,0,no
GA,76,408,no,yes,8,223.4,117,37.98,238.9,126,20.31,181.8,90,8.18,12.1,4,3.27,2,no
IN,128,415,no,no,0,138.7,73,23.58,187.2,144,15.91,167.1,81,7.52,14.6,3,3.94,4,yes
AK,122,415,yes,no,0,219.1,138,37.25,172.7,129,14.68,246.0,90,11.07,14.2,7,3.83,1,no
DC,96,510,no,yes,4,205.8,78,34.99,244.7,121,20.8,237.5,98,10.69,15.7,4,4.24,0,no
MO,87,510,no,no,0,286.3,120,48.67,202.7,97,17.23,233.3,119,10.5,1.3,7,0.35,0,no
MA,116,510,no,no,0,134.9,97,22.93,185.1,87,15.73,232.0,150,10.44,13.3,8,3.59,1,no
MO,87,510,no,no,0,179.7,106,30.55,247.9,62,21.07,204.0,96,9.18,12.0,2,3.24,3,yes
WY,141,415,no,no,0,156.1,114,26.54,208.2,80,17.7,197.0,56,8.87,7.8,2,2.11,3,no
OK,70,415,no,no,0,152.7,108,25.96,161.1,74,13.69,208.7,99,9.39,10.5,1,2.83,4,no
ID,198,408,no,no,0,175.5,87,29.84,190.6,91,16.2,249.1,126,11.21,13.9,4,3.75,0,no
TX,97,510,no,no,0,161.6,116,27.47,190.1,87,16.16,174.1,80,7.83,11.4,6,3.08,2,no
VT,113,415,no,no,0,218.9,104,37.21,239.6,85,20.37,234.6,92,10.56,10.0,5,2.7,1,no
TX,112,510,no,no,0,169.3,96,28.78,147.6,86,12.55,191.7,88,8.63,7.4,7,2.0,4,no
IL,87,415,no,no,0,164.1,88,27.9,197.4,87,16.78,207.8,99,9.35,7.9,6,2.13,0,no
NY,98,408,no,no,0,129.9,111,22.08,180.9,138,15.38,243.7,66,10.97,9.2,5,2.48,1,no
VA,90,415,no,no,0,216.1,92,36.74,202.0,108,17.17,164.5,112,7.4,14.9,3,4.02,2,no
KS,135,408,no,no,0,203.3,96,34.56,312.8,105,26.59,173.7,91,7.82,13.4,5,3.62,4,yes
FL,97,510,no,yes,5,168.7,102,28.68,253.9,107,21.58,196.5,102,8.84,6.3,3,1.7,3,no
NC,74,415,no,no,0,170.1,103,28.92,215.9,104,18.35,142.7,74,6.42,11.9,2,3.21,0,no
IL,57,415,no,no,0,272.9,74,46.39,207.6,120,17.65,156.1,103,7.02,12.8,3,3.46,3,yes
VA,56,415,no,no,0,181.8,131,30.91,151.0,81,12.84,196.3,92,8.83,11.3,5,3.05,2,no
NV,84,415,no,no,0,149.0,79,25.33,174.1,71,14.8,207.8,104,9.35,11.0,2,2.97,0,no
ND,58,510,no,no,0,164.4,118,27.95,212.1,102,18.03,172.9,123,7.78,13.5,3,3.65,2,no
IA,34,415,no,no,0,164.6,124,27.98,183.3,89,15.58,230.5,121,10.37,9.7,2,2.62,2,no
TX,102,415,no,no,0,201.3,81,34.22,221.6,116,18.84,211.5,82,9.52,8.5,2,2.29,3,no
AZ,102,510,no,yes,10,181.6,140,30.87,194.0,109,16.49,162.9,93,7.33,11.0,2,2.97,0,no
TN,35,510,no,yes,7,248.8,105,42.3,251.0,90,21.34,216.2,126,9.73,1.9,4,0.51,0,no
FL,74,415,no,yes,11,190.3,100,32.35,186.9,72,15.89,177.0,99,7.96,10.8,3,2.92,1,no
VA,133,510,no,yes,13,229.9,101,39.08,225.7,110,19.18,174.6,80,7.86,7.9,1,2.13,3,no
CO,115,415,no,no,0,205.2,94,34.88,236.4,108,20.09,142.6,136,6.42,7.1,5,1.92,2,no
DE,43,415,no,yes,7,202.2,96,34.37,247.5,129,21.04,152.1,126,6.84,13.7,4,3.7,3,no
WI,146,415,no,no,0,175.0,68,29.75,223.0,132,18.96,167.6,95,7.54,8.5,2,2.29,0,no
MN,152,408,no,no,0,180.2,68,30.63,204.5,121,17.38,221.0,121,9.95,5.9,5,1.59,3,no
MS,119,510,no,no,0,179.0,98,30.43,202.0,85,17.17,174.5,101,7.85,9.6,3,2.59,4,yes
ME,96,510,no,no,0,158.0,84,26.86,191.6,106,16.29,255.3,114,11.49,7.7,4,2.08,4,no
WA,86,510,no,no,0,198.6,87,33.76,190.9,128,16.23,112.9,125,5.08,11.0,5,2.97,1,yes
NC,87,510,no,yes,14,203.3,99,34.56,193.2,84,16.42,138.0,103,6.21,11.1,4,3.0,0,no
UT,99,510,no,no,0,229.9,111,39.08,193.3,101,16.43,187.0,70,8.41,10.8,3,2.92,2,yes
MO,101,510,no,yes,9,231.2,96,39.3,230.4,89,19.58,247.6,101,11.14,12.7,4,3.43,1,no
VT,105,415,no,yes,8,159.1,78,27.05,228.3,75,19.41,209.6,96,9.43,10.3,2,2.78,4,no
ND,155,510,no,no,0,157.5,122,26.78,190.3,103,16.18,160.2,78,7.21,12.2,5,3.29,0,no
IL,127,510,no,no,0,125.6,82,21.35,263.1,134,22.36,220.7,106,9.93,8.2,2,2.21,1,no
ND,83,408,yes,no,0,190.1,64,32.32,189.4,114,16.1,155.4,120,6.99,11.5,2,3.11,3,yes
WV,60,415,yes,no,0,220.7,82,37.52,204.4,74,17.37,137.2,92,6.17,9.6,3,2.59,1,yes
UT,131,510,no,no,0,173.7,106,29.53,191.1,78,16.24,191.6,79,8.62,6.7,2,1.81,0,no
GA,168,408,no,no,0,182.9,97,31.09,203.6,110,17.31,240.0,98,10.8,9.5,2,2.57,0,no
SC,114,415,no,no,0,211.6,113,35.97,199.4,104,16.95,204.2,79,9.19,10.8,4,2.92,0,no
GA,103,415,no,yes,5,180.1,119,30.62,271.2,149,23.05,204.7,79,9.21,9.3,3,2.51,2,no
NJ,158,408,no,no,0,109.5,138,18.62,205.8,98,17.49,193.1,91,8.69,13.1,2,3.54,0,no
VT,50,408,no,no,0,111.6,120,18.97,164.5,77,13.98,182.0,119,8.19,8.9,3,2.4,0,no
TN,153,510,no,no,0,171.4,98,29.14,221.1,109,18.79,192.3,114,8.65,9.3,4,2.51,1,no
WV,62,408,no,no,0,186.3,71,31.67,175.9,97,14.95,120.9,115,5.44,3.8,4,1.03,2,no
RI,39,510,no,no,0,179.3,106,30.48,212.4,94,18.05,209.5,109,9.43,12.2,4,3.29,4,no
VA,63,408,no,yes,4,143.9,125,24.46,144.3,116,12.27,174.5,78,7.85,10.1,7,2.73,1,no
IL,50,415,no,no,0,182.6,70,31.04,165.1,114,14.03,176.2,62,7.93,7.8,3,2.11,1,no
MS,87,415,no,no,0,205.3,119,34.9,224.8,82,19.11,152.9,153,6.88,10.9,5,2.94,2,no
AL,87,408,no,no,0,166.2,92,28.25,154.3,65,13.12,228.8,133,10.3,10.3,5,2.78,2,no
AL,120,415,no,no,0,152.8,111,25.98,235.3,113,20.0,203.6,101,9.16,8.2,3,2.21,1,no
AK,97,510,no,yes,12,197.1,104,33.51,241.8,112,20.55,194.1,127,8.73,2.9,3,0.78,2,no
AR,55,510,no,no,0,166.9,89,28.37,137.1,107,11.65,192.9,100,8.68,9.5,8,2.57,3,no
ME,160,415,no,no,0,220.9,77,37.55,160.1,125,13.61,160.3,110,7.21,8.2,1,2.21,3,no
SC,119,408,yes,no,0,201.2,112,34.2,254.3,95,21.62,191.8,131,8.63,12.3,2,3.32,1,yes
VT,161,408,no,no,0,197.8,86,33.63,190.1,80,16.16,237.3,94,10.68,9.3,3,2.51,0,no
DE,138,415,no,yes,8,203.4,75,34.58,306.2,95,26.03,263.0,95,11.83,12.4,1,3.35,2,no
WV,82,510,yes,yes,5,186.5,110,31.71,219.5,80,18.66,175.1,82,7.88,11.0,7,2.97,1,no
WV,122,510,yes,no,0,136.5,134,23.21,223.1,114,18.96,162.9,78,7.33,7.9,4,2.13,0,no
AR,113,415,no,no,0,168.4,84,28.63,190.8,99,16.22,162.0,119,7.29,8.7,5,2.35,0,no
CA,125,415,yes,no,0,167.5,125,28.48,206.6,112,17.56,202.9,64,9.13,7.4,4,2.0,1,yes
FL,76,510,no,yes,5,184.4,91,31.35,286.4,83,24.34,241.3,117,10.86,10.0,4,2.7,1,no
NH,105,415,no,no,0,179.5,105,30.52,182.4,76,15.5,202.9,122,9.13,11.7,2,3.16,2,no
GA,68,408,yes,no,0,252.6,76,42.94,232.3,117,19.75,264.0,91,11.88,12.1,4,3.27,2,yes
SD,93,415,no,no,0,169.8,118,28.87,182.6,79,15.52,216.4,100,9.74,14.4,4,3.89,1,no
KY,122,408,yes,no,0,185.3,63,31.5,186.0,120,15.81,188.2,83,8.47,12.8,3,3.46,3,yes
IL,56,415,no,no,0,255.7,97,43.47,208.8,124,17.75,163.9,111,7.38,8.2,2,2.21,1,yes
NJ,43,408,no,no,0,143.8,91,24.45,218.6,101,18.58,194.8,90,8.77,6.1,1,1.65,2,no
NE,118,408,yes,no,0,236.7,107,40.24,235.2,89,19.99,238.4,91,10.73,10.7,5,2.89,1,no
VA,128,408,no,no,0,206.0,137,35.02,201.4,108,17.12,165.7,142,7.46,9.0,2,2.43,0,no
MS,112,510,no,no,0,194.4,130,33.05,155.4,106,13.21,177.4,108,7.98,11.3,5,3.05,2,no
OH,90,510,no,no,0,142.0,84,24.14,189.6,105,16.12,231.8,89,10.43,13.6,4,3.67,3,no
WI,49,415,no,no,0,218.7,117,37.18,186.3,47,15.84,207.0,108,9.31,11.2,4,3.02,3,yes
LA,179,415,no,no,0,157.1,113,26.71,240.4,115,20.43,205.2,99,9.23,11.6,3,3.13,3,no
VT,48,415,no,yes,4,122.9,112,20.89,199.6,115,16.97,247.2,121,11.12,11.4,5,3.08,2,no
DE,137,408,no,no,0,178.4,155,30.33,180.9,129,15.38,148.8,80,6.7,5.3,2,1.43,0,no
TN,156,510,no,no,0,231.6,99,39.37,205.9,122,17.5,147.5,93,6.64,14.0,4,3.78,0,no
MO,91,510,no,no,0,163.5,95,27.8,219.5,117,18.66,234.7,108,10.56,4.6,9,1.24,0,no
NC,123,510,yes,no,0,227.8,68,38.73,175.8,92,14.94,174.4,83,7.85,8.9,8,2.4,2,no
RI,119,510,no,no,0,71.1,104,12.09,164.4,115,13.97,123.3,87,5.55,9.9,3,2.67,3,no
VT,64,510,yes,no,0,157.6,118,26.79,267.8,72,22.76,219.7,86,9.89,8.5,2,2.29,1,yes
CO,144,415,no,no,0,225.2,113,38.28,256.9,98,21.84,177.1,123,7.97,13.5,5,3.65,2,yes
AR,125,510,no,no,0,183.7,134,31.23,200.1,94,17.01,186.0,68,8.37,12.0,6,3.24,3,no
MN,87,415,no,no,0,125.4,82,21.32,233.7,114,19.86,196.1,118,8.82,8.0,2,2.16,0,no
MS,186,510,no,yes,8,191.2,105,32.5,236.2,109,20.08,218.5,92,9.83,7.4,4,2.0,2,no
TN,150,415,no,no,0,190.3,86,32.35,132.1,102,11.23,271.5,105,12.22,9.9,7,2.67,2,yes
MA,81,415,no,no,0,213.1,108,36.23,189.8,94,16.13,224.6,120,10.11,4.5,4,1.22,2,no
KS,111,408,yes,no,0,279.7,70,47.55,205.2,91,17.44,208.2,135,9.37,15.4,4,4.16,0,no
KS,91,408,no,no,0,205.8,77,34.99,180.6,96,15.35,209.0,117,9.4,10.9,2,2.94,1,no
OK,127,415,no,no,0,185.7,123,31.57,141.1,79,11.99,207.8,68,9.35,7.7,10,2.08,2,no
NV,115,510,no,yes,8,114.4,118,19.45,192.9,74,16.4,133.5,124,6.01,13.7,1,3.7,1,no
IN,120,415,no,no,0,83.4,113,14.18,183.2,93,15.57,234.0,126,10.53,8.0,2,2.16,1,no
DC,43,408,no,no,0,96.2,126,16.35,165.8,85,14.09,234.6,93,10.56,9.5,3,2.57,1,no
MA,87,510,no,no,0,129.0,123,21.93,251.3,129,21.36,146.7,131,6.6,9.1,4,2.46,1,no
NM,100,408,no,yes,12,194.4,89,33.05,248.0,86,21.08,222.0,98,9.99,4.5,4,1.22,2,no
ND,161,415,no,no,0,191.8,136,32.61,219.9,121,18.69,188.7,100,8.49,12.7,5,3.43,1,no
HI,114,510,no,no,0,204.6,86,34.78,129.3,107,10.99,250.9,88,11.29,11.3,3,3.05,1,yes
AR,24,415,no,no,0,154.3,88,26.23,234.0,122,19.89,170.1,82,7.65,8.3,2,2.24,3,no
MD,101,510,no,no,0,193.8,98,32.95,205.6,82,17.48,194.6,91,8.76,7.9,10,2.13,2,no
LA,50,510,no,no,0,129.3,106,21.98,187.3,98,15.92,256.4,86,11.54,10.2,5,2.75,2,no
AR,76,408,no,yes,7,194.9,102,33.13,202.6,88,17.22,190.0,72,8.55,14.2,4,3.83,0,no
CT,99,415,no,no,0,189.9,89,32.28,162.5,112,13.81,131.6,107,5.92,7.6,3,2.05,0,no
OR,48,408,no,yes,8,165.0,110,28.05,204.0,83,17.34,228.3,59,10.27,5.3,3,1.43,1,no
MA,48,510,no,no,0,216.2,81,36.75,176.0,108,14.96,184.9,107,8.32,9.4,5,2.54,0,yes
TX,115,415,no,no,0,128.9,101,21.91,178.7,93,15.19,172.1,120,7.74,8.5,2,2.29,1,no
TN,65,408,no,no,0,237.1,125,40.31,257.6,113,21.9,199.0,132,8.96,8.0,1,2.16,1,no
HI,168,408,no,no,0,147.0,110,24.99,197.1,100,16.75,212.9,58,9.58,14.0,2,3.78,1,no
CT,54,408,no,no,0,217.9,122,37.04,213.6,106,18.16,158.0,103,7.11,6.6,0,1.78,2,no
KY,111,408,no,no,0,125.0,135,21.25,178.9,118,15.21,248.7,120,11.19,7.3,5,1.97,4,no
NC,97,415,yes,no,0,221.5,108,37.66,216.3,95,18.39,217.6,97,9.79,7.6,6,2.05,2,no
NV,114,510,no,no,0,127.6,83,21.69,255.8,81,21.74,232.7,90,10.47,10.0,4,2.7,1,no
CO,57,415,no,no,0,120.8,108,20.54,245.4,67,20.86,196.9,123,8.86,12.7,3,3.43,2,no
MO,91,415,no,yes,10,205.0,110,34.85,213.3,113,18.13,176.0,127,7.92,5.7,7,1.54,2,no
AL,114,415,no,yes,8,118.7,127,20.18,192.5,94,16.36,182.3,83,8.2,9.2,7,2.48,4,no
AZ,123,415,no,no,0,227.5,85,38.68,186.5,108,15.85,172.0,124,7.74,11.8,5,3.19,0,yes
MN,82,415,no,yes,8,234.2,108,39.81,175.9,59,14.95,153.7,100,6.92,6.6,3,1.78,5,yes
ND,117,510,yes,no,0,196.9,94,33.47,222.8,96,18.94,227.8,78,10.25,15.7,6,4.24,2,no
VT,90,415,no,no,0,227.7,71,38.71,186.7,109,15.87,223.8,102,10.07,9.1,4,2.46,3,yes
DE,66,415,yes,no,0,211.8,92,36.01,221.4,110,18.82,237.9,82,10.71,10.3,4,2.78,0,yes
FL,103,408,no,no,0,164.6,83,27.98,163.0,77,13.86,214.2,89,9.64,2.3,4,0.62,2,no
CT,30,408,yes,yes,4,189.1,90,32.15,209.4,81,17.8,192.1,94,8.64,11.9,2,3.21,2,no
WY,143,415,yes,no,0,168.3,86,28.61,234.5,45,19.93,194.8,71,8.77,8.6,2,2.32,1,yes
SD,58,415,yes,no,0,268.4,133,45.63,170.1,102,14.46,176.2,112,7.93,11.5,8,3.11,1,yes
SD,101,510,no,yes,7,178.1,99,30.28,212.7,72,18.08,167.3,109,7.53,8.4,8,2.27,1,no
AR,1,415,no,yes,10,201.8,103,34.31,157.6,41,13.4,182.9,143,8.23,8.7,4,2.35,1,no
KS,113,415,yes,no,0,204.3,100,34.73,174.5,95,14.83,167.7,117,7.55,13.1,3,3.54,1,yes
GA,106,510,no,yes,8,210.1,83,35.72,181.0,117,15.39,262.9,73,11.83,13.8,3,3.73,1,no
WV,98,510,no,no,0,163.7,126,27.83,235.4,77,20.01,213.3,137,9.6,14.1,8,3.81,0,no
NH,145,415,no,no,0,170.3,130,28.95,247.7,96,21.05,187.1,93,8.42,10.4,4,2.81,1,no
WV,1,408,no,no,0,184.7,118,31.4,196.8,92,16.73,210.3,126,9.46,11.4,6,3.08,1,no
ND,137,408,no,no,0,144.0,88,24.48,192.0,87,16.32,180.2,137,8.11,7.4,1,2.0,4,yes
SC,152,415,no,yes,7,240.3,108,40.85,169.5,133,14.41,198.6,89,8.94,6.5,8,1.76,2,no
MS,41,415,no,yes,6,171.1,106,29.09,218.8,97,18.6,154.9,97,6.97,6.8,4,1.84,2,no
VA,96,510,no,no,0,237.3,66,40.34,202.5,63,17.21,137.1,98,6.17,8.4,6,2.27,0,no
VT,69,415,yes,yes,15,241.5,73,41.05,252.2,127,21.44,229.9,105,10.35,17.0,3,4.59,0,no
OH,160,415,no,no,0,167.5,102,28.48,189.8,110,16.13,236.2,76,10.63,7.9,6,2.13,0,no
DE,147,415,no,yes,12,144.9,104,24.63,199.4,91,16.95,213.7,81,9.62,6.4,6,1.73,4,no
MT,60,510,no,no,0,203.9,101,34.66,141.0,81,11.99,182.4,98,8.21,15.7,1,4.24,0,no
UT,88,415,no,no,0,197.4,119,33.56,176.1,69,14.97,194.4,90,8.75,7.1,6,1.92,2,yes
ID,66,408,no,yes,8,191.1,83,32.49,197.1,107,16.75,157.7,89,7.1,10.3,4,2.78,1,no
OK,115,510,no,yes,5,167.1,76,28.41,272.9,101,23.2,225.9,112,10.17,10.9,2,2.94,0,no
NE,128,415,no,no,0,161.4,68,27.44,226.2,110,19.23,211.2,84,9.5,12.9,3,3.48,0,no
NY,168,415,no,no,0,169.0,84,28.73,201.9,135,17.16,182.4,76,8.21,8.5,5,2.29,0,no
NE,18,415,no,no,0,211.4,125,35.94,223.8,82,19.02,219.4,103,9.87,4.1,7,1.11,2,no
SC,103,415,no,no,0,204.2,71,34.71,239.7,83,20.37,178.7,79,8.04,12.1,6,3.27,0,yes
UT,108,510,no,no,0,135.4,93,23.02,164.1,99,13.95,179.3,115,8.07,12.0,2,3.24,1,no
HI,1,510,no,no,0,231.1,115,39.29,206.6,116,17.56,152.5,65,6.86,4.3,7,1.16,2,no
WY,73,510,no,no,0,208.3,89,35.41,237.1,105,20.15,168.5,118,7.58,11.8,4,3.19,3,no
FL,133,408,no,yes,13,132.6,70,22.54,151.1,80,12.84,236.7,110,10.65,11.0,3,2.97,2,no
CO,76,408,no,no,0,199.7,73,33.95,207.5,111,17.64,193.0,107,8.69,7.0,3,1.89,0,no
WY,55,408,no,no,0,184.8,93,31.42,191.8,81,16.3,201.6,93,9.07,5.1,4,1.38,4,no
KS,10,408,no,no,0,191.9,115,32.62,210.3,92,17.88,161.6,106,7.27,7.0,4,1.89,1,yes
NY,120,415,no,yes,4,237.2,129,40.32,224.5,77,19.08,155.1,105,6.98,10.4,8,2.81,0,no
NC,109,415,no,yes,11,218.6,117,37.16,145.7,113,12.38,244.1,98,10.98,12.4,2,3.35,2,no
MD,78,510,no,no,0,195.2,106,33.18,204.0,72,17.34,203.5,119,9.16,8.4,6,2.27,1,no
CO,167,415,no,no,0,135.2,73,22.98,234.3,88,19.92,199.7,93,8.99,6.1,7,1.65,3,no
IA,83,408,no,no,0,169.1,124,28.75,152.1,90,12.93,255.0,85,11.47,8.8,4,2.38,1,no
MO,156,415,no,yes,4,162.6,106,27.64,209.9,98,17.84,230.1,94,10.35,14.2,4,3.83,2,no
PA,117,510,no,yes,7,209.0,131,35.53,199.3,85,16.94,169.3,106,7.62,6.0,6,1.62,2,no
AZ,111,510,no,yes,13,108.8,98,18.5,226.4,96,19.24,163.6,100,7.36,6.8,2,1.84,3,no
TN,1,510,no,yes,12,173.5,100,29.5,157.5,78,13.39,187.4,129,8.43,11.1,3,3.0,0,no
WA,146,408,no,yes,6,178.3,95,30.31,195.3,105,16.6,179.7,42,8.09,13.6,3,3.67,2,no
CO,123,510,no,no,0,191.4,147,32.54,191.4,147,16.27,249.8,94,11.24,12.4,3,3.35,3,no
FL,145,408,no,yes,12,190.8,114,32.44,196.4,80,16.69,235.6,85,10.6,12.4,2,3.35,0,no
CO,135,415,no,yes,6,154.7,83,26.3,239.4,118,20.35,227.6,102,10.24,5.2,2,1.4,2,no
KY,144,408,no,no,0,197.0,95,33.49,186.8,89,15.88,210.3,70,9.46,13.8,5,3.73,1,yes
IA,67,408,no,no,0,154.8,83,26.32,175.4,154,14.91,229.6,122,10.33,11.5,3,3.11,1,no
KY,71,510,no,yes,3,104.4,58,17.75,192.9,72,16.4,222.8,95,10.03,5.2,7,1.4,2,no
WA,84,510,no,no,0,175.2,85,29.78,194.7,48,16.55,171.5,88,7.72,9.8,5,2.65,2,no
DC,11,408,no,yes,3,189.1,100,32.15,221.4,63,18.82,235.0,91,10.57,13.0,3,3.51,2,no
